comprador,departamento,procesos_adjudicados,con_postor_unico,pct_postor_unico,monto_total,supera_minimo
EMPRESA ACTIVOS MINEROS SAC,LIMA,7,0,0.0,4840494.0,False
EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO MARAÑON S.R.L.,CAJAMARCA,7,0,0.0,1837172.0,False
ESCUELA NACIONAL DE MARINA MERCANTE,CALLAO,7,0,0.0,1478546.0,False
GOBIERNO REGIONAL DE ANCASH-TRANSPORTES,ANCASH,7,0,0.0,2637620.0,False
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD HUAMANGA,AYACUCHO,7,0,0.0,965888.0,False
GOBIERNO REGIONAL DE JUNIN  - RED DE SALUD DEL VALLE DEL MANTARO,JUNIN,7,0,0.0,1591800.0,False
GOBIERNO REGIONAL DE MOQUEGUA-TRANSPORTES,MOQUEGUA,7,0,0.0,1438707.0,False
GOBIERNO REGIONAL DE PASCO-SALUD AIS UTES OXAPAMPA,PASCO,7,0,0.0,686040.0,False
GOBIERNO REGIONAL DE SAN MARTÍN - DIRECCION SUB REGIONAL DE SALUD HUALLAGA C.,SAN MARTIN,7,0,0.0,642166.0,False
GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA,UCAYALI,7,0,0.0,951673.0,False
GOBIERNO REGIONAL DE UCAYALI - GERENCIA SUB REGIONAL DE PADRE ABAD AGUAYTIA,UCAYALI,7,0,0.0,47567213.0,False
JEFATURA DE LA VIII RPNP-HUANCAYO,JUNIN,7,0,0.0,2278773.0,False
MUNICIPALIDAD DISTRITAL DE ANDARAPA,APURIMAC,7,0,0.0,6269549.0,False
MUNICIPALIDAD DISTRITAL DE ASUNCION - CAJAMARCA,CAJAMARCA,7,0,0.0,9683136.0,False
MUNICIPALIDAD DISTRITAL DE CAJACAY,ANCASH,7,0,0.0,2536099.0,False
MUNICIPALIDAD DISTRITAL DE CARUMAS,MOQUEGUA,7,0,0.0,1922922.0,False
MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA,TACNA,7,0,0.0,4296734.0,False
MUNICIPALIDAD DISTRITAL DE EL TAMBO,JUNIN,7,0,0.0,1042374.0,False
MUNICIPALIDAD DISTRITAL DE HUACCHIS,ANCASH,7,0,0.0,10330610.0,False
MUNICIPALIDAD DISTRITAL DE HUANCHACO,LA LIBERTAD,7,0,0.0,3914269.0,False
MUNICIPALIDAD DISTRITAL DE JAMALCA,AMAZONAS,7,0,0.0,5594352.0,False
MUNICIPALIDAD DISTRITAL DE LAMBRAS,HUANCAVELICA,7,0,0.0,10990165.0,False
MUNICIPALIDAD DISTRITAL DE LLAPA,CAJAMARCA,7,0,0.0,6273948.0,False
MUNICIPALIDAD DISTRITAL DE MANITEA,CUSCO,7,0,0.0,3662776.0,False
MUNICIPALIDAD DISTRITAL DE MARCAPATA,CUSCO,7,0,0.0,6213225.0,False
MUNICIPALIDAD DISTRITAL DE NIEPOS,CAJAMARCA,7,0,0.0,30038687.0,False
MUNICIPALIDAD DISTRITAL DE PALCAZU,PASCO,7,0,0.0,1156648.0,False
MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO,7,0,0.0,11031597.0,False
MUNICIPALIDAD DISTRITAL DE PISACOMA,PUNO,7,0,0.0,1681753.0,False
MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - HUAYLAS,ANCASH,7,0,0.0,3772468.0,False
MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - LIMA,LIMA,7,0,0.0,1661464.0,False
MUNICIPALIDAD DISTRITAL DE QUIQUIJANA,CUSCO,7,0,0.0,881458.0,False
MUNICIPALIDAD DISTRITAL DE SAMEGUA,MOQUEGUA,7,0,0.0,681315.0,False
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA - HUAMANGA,AYACUCHO,7,0,0.0,1684007.0,False
MUNICIPALIDAD DISTRITAL DE SAN RAMON,JUNIN,7,0,0.0,3088329.0,False
MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO,JUNIN,7,0,0.0,2495233.0,False
MUNICIPALIDAD DISTRITAL DE SECCLLA,HUANCAVELICA,7,0,0.0,2952165.0,False
MUNICIPALIDAD DISTRITAL DE VILCABAMBA - DANIEL A. CARRION,PASCO,7,0,0.0,4474217.0,False
MUNICIPALIDAD DISTRITAL DE VILQUECHICO,PUNO,7,0,0.0,1984146.0,False
MUNICIPALIDAD DISTRITAL DE YARINACOCHA,UCAYALI,7,0,0.0,3729723.0,False
MUNICIPALIDAD DISTRITAL LA YARADA LOS PALOS,TACNA,7,0,0.0,5293502.0,False
MUNICIPALIDAD PROVINCIAL DE CASTILLA - APLAO,AREQUIPA,7,0,0.0,2230066.0,False
MUNICIPALIDAD PROVINCIAL DE CELENDIN,CAJAMARCA,7,0,0.0,6714848.0,False
MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC,7,0,0.0,1276541.0,False
MUNICIPALIDAD PROVINCIAL DE CHOTA,CAJAMARCA,7,0,0.0,3715528.0,False
MUNICIPALIDAD PROVINCIAL DE JAUJA,JUNIN,7,0,0.0,22837617.0,False
MUNICIPALIDAD PROVINCIAL DE PADRE ABAD - AGUAYTIA,UCAYALI,7,0,0.0,2228456.0,False
ORGANISMO SUPERVISOR DE LA INVERSION EN INFRAESTRUCTURA DE TRANSPORTE DE USO PUBLICO,LIMA,7,0,0.0,4794063.0,False
PERÚ SEGURO 2025,LIMA,7,0,0.0,197690.0,False
PROYECTO ESPECIAL BINACIONAL DE LAGO TITICACA,PUNO,7,0,0.0,1763552.0,False
REGION POLICIAL HUANUCO - SAN MARTIN - UCAYALI,HUANUCO,7,0,0.0,1209378.0,False
SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE CAJAMARCA S.A.,CAJAMARCA,7,0,0.0,8576246.0,False
UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,HUANUCO,7,0,0.0,3649270.0,False
CONSEJO NACIONAL DE LA PERSONA CON DISCAPACIDAD,LIMA,6,0,0.0,1004647.0,False
CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO,6,0,0.0,5843944.0,False
ENTIDAD PRESTADORA  DE SERVICIO DE SANEAMIENTO DE CUSCO S.A.,CUSCO,6,0,0.0,1235172.0,False
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD DE SAN FRANCISCO,AYACUCHO,6,0,0.0,501838.0,False
GOBIERNO REGIONAL DE LIMA - HOSPITAL HUARAL Y SERVICIOS BASICOS DE SALUD,LIMA,6,0,0.0,1128140.0,False
GOBIERNO REGIONAL DE LIMA - SERVICIOS BASICOS DE SALUD CHILCA-MALA,LIMA,6,0,0.0,439531.0,False
GOBIERNO REGIONAL DE MOQUEGUA - SUB REGION DE DESARROLLO GENERAL SANCHEZ CERRO,MOQUEGUA,6,0,0.0,806617.0,False
GOBIERNO REGIONAL DE PIURA - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES,PIURA,6,0,0.0,6237579.0,False
GOBIERNO REGIONAL DE UCAYALI - DIRECCION REGIONAL DE SALUD UCAYALI,UCAYALI,6,0,0.0,853666.0,False
INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE SAN MIGUEL,CAJAMARCA,6,0,0.0,1441530.0,False
INSTITUTO NACIONAL PENITENCIARIO,LIMA,6,0,0.0,8179236.0,False
INSTITUTO VIAL PROVINCIAL MUNICIPAL DANIEL CARRION,PASCO,6,0,0.0,625077.0,False
INSTITUTO VIAL PROVINCIAL MUNICIPAL DE JAUJA - IVP JAUJA,JUNIN,6,0,0.0,641761.0,False
MINAG - PROYECTO ESPECIAL - JAEN - SAN IGNACIO - BAGUA,CAJAMARCA,6,0,0.0,3732073.0,False
MUNICIPALIDAD DISTRITAL  JOSE MANUEL QUIROZ,CAJAMARCA,6,0,0.0,6387985.0,False
MUNICIPALIDAD DISTRITAL DE BOQUERÓN,UCAYALI,6,0,0.0,1512276.0,False
MUNICIPALIDAD DISTRITAL DE CATILLUC,CAJAMARCA,6,0,0.0,8924133.0,False
MUNICIPALIDAD DISTRITAL DE CHALLABAMBA,CUSCO,6,0,0.0,1353327.0,False
MUNICIPALIDAD DISTRITAL DE CHANCAY - HUARAL,LIMA,6,0,0.0,13855631.0,False
MUNICIPALIDAD DISTRITAL DE CHAVIN,ICA,6,0,0.0,10592201.0,False
MUNICIPALIDAD DISTRITAL DE CHINCHAO,HUANUCO,6,0,0.0,2777640.0,False
MUNICIPALIDAD DISTRITAL DE COSME,HUANCAVELICA,6,0,0.0,10010517.0,False
MUNICIPALIDAD DISTRITAL DE HUACACHI,ANCASH,6,0,0.0,2780370.0,False
MUNICIPALIDAD DISTRITAL DE HUACHON,PASCO,6,0,0.0,11348183.0,False
MUNICIPALIDAD DISTRITAL DE HUANIPACA,APURIMAC,6,0,0.0,741127.0,False
MUNICIPALIDAD DISTRITAL DE HUAYLLAY,PASCO,6,0,0.0,4129102.0,False
MUNICIPALIDAD DISTRITAL DE ICHUÑA,MOQUEGUA,6,0,0.0,653104.0,False
MUNICIPALIDAD DISTRITAL DE JACOBO HUNTER,AREQUIPA,6,0,0.0,11156138.0,False
MUNICIPALIDAD DISTRITAL DE LA PECA,AMAZONAS,6,0,0.0,7246963.0,False
MUNICIPALIDAD DISTRITAL DE LOS AQUIJES,ICA,6,0,0.0,3150139.0,False
MUNICIPALIDAD DISTRITAL DE LUYANDO,HUANUCO,6,0,0.0,6697217.0,False
MUNICIPALIDAD DISTRITAL DE NANCHOC,CAJAMARCA,6,0,0.0,15180768.0,False
MUNICIPALIDAD DISTRITAL DE NESHUYA,UCAYALI,6,0,0.0,611814.0,False
MUNICIPALIDAD DISTRITAL DE OCOBAMBA - CHINCHEROS,APURIMAC,6,0,0.0,6922035.0,False
MUNICIPALIDAD DISTRITAL DE PACASMAYO,LA LIBERTAD,6,0,0.0,1441529.0,False
MUNICIPALIDAD DISTRITAL DE PALLPATA,CUSCO,6,0,0.0,2389882.0,False
MUNICIPALIDAD DISTRITAL DE PARACAS,ICA,6,0,0.0,9445879.0,False
MUNICIPALIDAD DISTRITAL DE PIMENTEL,LAMBAYEQUE,6,0,0.0,6567844.0,False
MUNICIPALIDAD DISTRITAL DE PUNCHANA,LORETO,6,0,0.0,8547410.0,False
MUNICIPALIDAD DISTRITAL DE RIO SANTIAGO,AMAZONAS,6,0,0.0,5245010.0,False
MUNICIPALIDAD DISTRITAL DE SALCABAMBA,HUANCAVELICA,6,0,0.0,6449144.0,False
MUNICIPALIDAD DISTRITAL DE SAPILLICA,PIURA,6,0,0.0,1047007.0,False
MUNICIPALIDAD DISTRITAL DE SIMON BOLIVAR,PASCO,6,0,0.0,3747660.0,False
MUNICIPALIDAD DISTRITAL DE SOPLIN,LORETO,6,0,0.0,24032895.0,False
MUNICIPALIDAD DISTRITAL DE TINTAY PUNCU,HUANCAVELICA,6,0,0.0,4297861.0,False
MUNICIPALIDAD DISTRITAL DE USQUIL,LA LIBERTAD,6,0,0.0,2655251.0,False
MUNICIPALIDAD DISTRITAL DE VARGAS GUERRA,LORETO,6,0,0.0,17151621.0,False
MUNICIPALIDAD DISTRITAL DE VEGUETA,LIMA,6,0,0.0,3966361.0,False
MUNICIPALIDAD DISTRITAL DE WANCHAQ,CUSCO,6,0,0.0,918995.0,False
MUNICIPALIDAD DISTRITAL VEINTISEIS DE OCTUBRE,PIURA,6,0,0.0,4802630.0,False
MUNICIPALIDAD PROVINCIAL DE BELLAVISTA,SAN MARTIN,6,0,0.0,4955310.0,False
MUNICIPALIDAD PROVINCIAL DE CANCHIS - SICUANI,CUSCO,6,0,0.0,989787.0,False
MUNICIPALIDAD PROVINCIAL DE CUTERVO,CAJAMARCA,6,0,0.0,14906109.0,False
MUNICIPALIDAD PROVINCIAL DE MARAÑON - HUACRACHUCO,HUANUCO,6,0,0.0,10630079.0,False
MUNICIPALIDAD PROVINCIAL DE NAZCA,ICA,6,0,0.0,2051007.0,False
MUNICIPALIDAD PROVINCIAL DE OCROS,ANCASH,6,0,0.0,3664872.0,False
MUNICIPALIDAD PROVINCIAL DE OTUZCO,LA LIBERTAD,6,0,0.0,3734449.0,False
MUNICIPALIDAD PROVINCIAL DE PACHITEA - PANAO,HUANUCO,6,0,0.0,11866521.0,False
MUNICIPALIDAD PROVINCIAL DE PARINACOCHAS - CORACORA,AYACUCHO,6,0,0.0,3012125.0,False
MUNICIPALIDAD PROVINCIAL DE REQUENA,LORETO,6,0,0.0,10450421.0,False
MUNICIPALIDAD PROVINCIAL DE SAN MARTIN - TARAPOTO,SAN MARTIN,6,0,0.0,577887.0,False
MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA,6,0,0.0,3902428.0,False
MUNICIPALIDAD PROVINCIAL DE YUNGAY,ANCASH,6,0,0.0,9991576.0,False
MUNICIPALIDAD PROVINCIAL DE YUNGUYO,PUNO,6,0,0.0,1503584.0,False
SERVICIO DE MANTENIMIENTO DEL PERÚ SOCIEDAD ANÓNIMA CERRADA,LIMA,6,0,0.0,535142.0,False
SUPERINTENDENCIA DEL MERCADO DE VALORES,LIMA,6,0,0.0,3244112.0,False
CENTRO VACACIONAL HUAMPANI,LIMA,5,0,0.0,1362440.0,False
DIRECCION EJECUTIVA DE INVESTIGACION CRIMINAL Y APOYO A LA JUSTICIA PNP - DIREICAJ  PNP,LIMA,5,0,0.0,1263787.0,False
EMPRESA DE ADMINISTRACION DE INFRAESTRUCTURA ELECTRICA S.A.,LIMA,5,0,0.0,1171734.0,False
EMPRESA DE SERVICIO MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO DE BARRANCA S.A.,LIMA,5,0,0.0,1302877.0,False
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE ABANCAY S.A.,APURIMAC,5,0,0.0,442689.0,False
ENTIDAD PRESTADORA  DE SERVICIO DE SANEAMIENTO DE ILO SA,MOQUEGUA,5,0,0.0,16569894.0,False
ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO AYACUCHO S.A,AYACUCHO,5,0,0.0,1338263.0,False
ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE MOQUEGUA SA,MOQUEGUA,5,0,0.0,863156.0,False
GOBIERNO LOCAL DISTRITAL DE MARCARA,ANCASH,5,0,0.0,3598282.0,False
GOBIERNO REGIONAL DE ANCASH - PROYECTO ESPECIAL CHINECAS,ANCASH,5,0,0.0,3753681.0,False
GOBIERNO REGIONAL DE ANCASH - RED DE SALUD PACIFICO SUR,ANCASH,5,0,0.0,630078.0,False
GOBIERNO REGIONAL DE ANCASH-SALUD UTES HUARI,ANCASH,5,0,0.0,1252455.0,False
GOBIERNO REGIONAL DE APURIMAC-TRANSPORTES APURIMAC,APURIMAC,5,0,0.0,614657.0,False
GOBIERNO REGIONAL DE AYACUCHO-AGRICULTURA,AYACUCHO,5,0,0.0,743755.0,False
GOBIERNO REGIONAL DE AYACUCHO-EDUCACION,AYACUCHO,5,0,0.0,762484.0,False
GOBIERNO REGIONAL DE CAJAMARCA - DIRECCION SUB REGIONAL DE SALUD JAEN,CAJAMARCA,5,0,0.0,784020.0,False
GOBIERNO REGIONAL DE CUSCO - UNIDAD DE GESTION EDUCATIVA QUISPICANCHI,CUSCO,5,0,0.0,670785.0,False
GOBIERNO REGIONAL DE HUANUCO-AGRICULTURA,HUANUCO,5,0,0.0,1834306.0,False
GOBIERNO REGIONAL DE HUÁNUCO - RED DE SALUD AMBO,HUANUCO,5,0,0.0,510913.0,False
GOBIERNO REGIONAL DE LORETO - GERENCIA SUB REGIONAL ALTO AMAZONAS YURIMAGUAS,LORETO,5,0,0.0,1268888.0,False
GOBIERNO REGIONAL DE LORETO-AGRICULTURA,LORETO,5,0,0.0,922870.0,False
GOBIERNO REGIONAL DE LORETO-SALUD HOSPITAL REGIONAL DE LORETO,LORETO,5,0,0.0,2448398.0,False
GOBIERNO REGIONAL DE PASCO - DIRECCION REGIONAL AGRARIA,PASCO,5,0,0.0,279000.0,False
GOBIERNO REGIONAL DE PIURA - PROYECTO ESPECIAL CHIRA PIURA,PIURA,5,0,0.0,8715958.0,False
GOBIERNO REGIONAL DE PIURA-SALUD MORROPON-CHULUCANAS,PIURA,5,0,0.0,1062808.0,False
GOBIERNO REGIONAL DE SAN MARTIN - PROYECTO ESPECIAL HUALLAGA CENTRAL Y BAJO MAYO,SAN MARTIN,5,0,0.0,10595037.0,False
GOBIERNO REGIONAL DE UCAYALI - UNIDAD DE GESTION EDUCATIVA LOCAL DE PURUS,UCAYALI,5,0,0.0,542649.0,False
INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES,LIMA,5,0,0.0,2407511.0,False
INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE CHACHAPOYAS,AMAZONAS,5,0,0.0,468271.0,False
MINISTERIO DE TRABAJO Y PROMOCION DEL EMPLEO,LIMA,5,0,0.0,4828384.0,False
MUNICIPALIDAD DISTRITAL DE ANDAHUAYLILLAS,CUSCO,5,0,0.0,1678192.0,False
MUNICIPALIDAD DISTRITAL DE CACERES DEL PERU,ANCASH,5,0,0.0,5989758.0,False
MUNICIPALIDAD DISTRITAL DE CAJAY,ANCASH,5,0,0.0,2908804.0,False
MUNICIPALIDAD DISTRITAL DE CATACHE,CAJAMARCA,5,0,0.0,3017072.0,False
MUNICIPALIDAD DISTRITAL DE COCHABAMBA - HUARAZ,ANCASH,5,0,0.0,3040270.0,False
MUNICIPALIDAD DISTRITAL DE CODO DE POZUZO,HUANUCO,5,0,0.0,2649049.0,False
MUNICIPALIDAD DISTRITAL DE CONCEPCION,AYACUCHO,5,0,0.0,28490963.0,False
MUNICIPALIDAD DISTRITAL DE CORONEL CASTAÑEDA,AYACUCHO,5,0,0.0,3725854.0,False
MUNICIPALIDAD DISTRITAL DE HUANCARANI,CUSCO,5,0,0.0,501281.0,False
MUNICIPALIDAD DISTRITAL DE HUARANGO,CAJAMARCA,5,0,0.0,4619767.0,False
MUNICIPALIDAD DISTRITAL DE HUAURA,LIMA,5,0,0.0,4167152.0,False
MUNICIPALIDAD DISTRITAL DE LANCONES,PIURA,5,0,0.0,4537230.0,False
MUNICIPALIDAD DISTRITAL DE LLUSCO,CUSCO,5,0,0.0,968383.0,False
MUNICIPALIDAD DISTRITAL DE LUCMA - GRAN CHIMU,LA LIBERTAD,5,0,0.0,12780293.0,False
MUNICIPALIDAD DISTRITAL DE MADEAN,LIMA,5,0,0.0,5291603.0,False
MUNICIPALIDAD DISTRITAL DE MANCOS,ANCASH,5,0,0.0,1608049.0,False
MUNICIPALIDAD DISTRITAL DE MARANURA,CUSCO,5,0,0.0,1583281.0,False
MUNICIPALIDAD DISTRITAL DE MASISEA,UCAYALI,5,0,0.0,333419.0,False
MUNICIPALIDAD DISTRITAL DE MATARA,CAJAMARCA,5,0,0.0,3336787.0,False
MUNICIPALIDAD DISTRITAL DE MIRAFLORES - AREQUIPA,AREQUIPA,5,0,0.0,2873657.0,False
MUNICIPALIDAD DISTRITAL DE MOCHE,LA LIBERTAD,5,0,0.0,2520642.0,False
MUNICIPALIDAD DISTRITAL DE MOCHUMI,LAMBAYEQUE,5,0,0.0,8317690.0,False
MUNICIPALIDAD DISTRITAL DE NEPEÑA,ANCASH,5,0,0.0,3263742.0,False
MUNICIPALIDAD DISTRITAL DE PAIMAS,PIURA,5,0,0.0,2010483.0,False
MUNICIPALIDAD DISTRITAL DE PARATIA,PUNO,5,0,0.0,936205.0,False
MUNICIPALIDAD DISTRITAL DE PHARA,PUNO,5,0,0.0,4337968.0,False
MUNICIPALIDAD DISTRITAL DE PIAS,LA LIBERTAD,5,0,0.0,12160382.0,False
MUNICIPALIDAD DISTRITAL DE POCOLLAY,TACNA,5,0,0.0,609398.0,False
MUNICIPALIDAD DISTRITAL DE PUNTA DE BOMBON,AREQUIPA,5,0,0.0,1252443.0,False
MUNICIPALIDAD DISTRITAL DE QUICHUAS,HUANCAVELICA,5,0,0.0,4901869.0,False
MUNICIPALIDAD DISTRITAL DE QUIÑOTA,CUSCO,5,0,0.0,401616.0,False
MUNICIPALIDAD DISTRITAL DE RAPAYAN,ANCASH,5,0,0.0,2773024.0,False
MUNICIPALIDAD DISTRITAL DE SALAVERRY,LA LIBERTAD,5,0,0.0,3961774.0,False
MUNICIPALIDAD DISTRITAL DE SAN ANDRES LA CHECCA,CUSCO,5,0,0.0,1313080.0,False
MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO,HUANUCO,5,0,0.0,20029898.0,False
MUNICIPALIDAD DISTRITAL DE SAN JERONIMO - ANDAHUAYLAS,APURIMAC,5,0,0.0,1453246.0,False
MUNICIPALIDAD DISTRITAL DE SAN LUIS - LIMA,LIMA,5,0,0.0,1135646.0,False
MUNICIPALIDAD DISTRITAL DE SAN PABLO DE PILLAO,HUANUCO,5,0,0.0,9851700.0,False
MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS,HUANCAVELICA,5,0,0.0,2862299.0,False
MUNICIPALIDAD DISTRITAL DE SANTA MARIA,LIMA,5,0,0.0,2192765.0,False
MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LA CAPILLA,CAJAMARCA,5,0,0.0,3063535.0,False
MUNICIPALIDAD DISTRITAL DE SARIN,LA LIBERTAD,5,0,0.0,1833075.0,False
MUNICIPALIDAD DISTRITAL DE SEPAHUA,UCAYALI,5,0,0.0,4946142.0,False
MUNICIPALIDAD DISTRITAL DE SONDORILLO,PIURA,5,0,0.0,13269914.0,False
MUNICIPALIDAD DISTRITAL DE UCHIZA,SAN MARTIN,5,0,0.0,16185283.0,False
MUNICIPALIDAD DISTRITAL DE UCO,ANCASH,5,0,0.0,6102199.0,False
MUNICIPALIDAD DISTRITAL DE VICCO,PASCO,5,0,0.0,3170124.0,False
MUNICIPALIDAD DISTRITAL DE VILLA KINTIARINA,CUSCO,5,0,0.0,546321.0,False
MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO,LIMA,5,0,0.0,5330912.0,False
MUNICIPALIDAD DISTRITAL DE VINCHOS,AYACUCHO,5,0,0.0,535944.0,False
MUNICIPALIDAD PROVINCIAL DE AIJA,ANCASH,5,0,0.0,3182373.0,False
MUNICIPALIDAD PROVINCIAL DE BARRANCA,LIMA,5,0,0.0,2025113.0,False
MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI,PUNO,5,0,0.0,788282.0,False
MUNICIPALIDAD PROVINCIAL DE OYON,LIMA,5,0,0.0,1165679.0,False
MUNICIPALIDAD PROVINCIAL DE SAN MARCOS - PEDRO GALVEZ,CAJAMARCA,5,0,0.0,34770519.0,False
MUNICIPALIDAD PROVINCIAL DE SAN PABLO,CAJAMARCA,5,0,0.0,14168842.0,False
MUNICIPALIDAD PROVINCIAL DE TARMA,JUNIN,5,0,0.0,2205028.0,False
MUNICIPALIDAD PROVINCIAL DE ZARUMILLA,TUMBES,5,0,0.0,2503623.0,False
PROGRAMA NACIONAL DE EMPLEO JUVENIL JOVENES A LA OBRA,LIMA,5,0,0.0,1852514.0,False
SERVICIO NACIONAL FORESTAL Y DE FAUNA SILVESTRE,LIMA,5,0,0.0,2493703.0,False
SUPERINTENDENCIA NACIONAL DE EDUCACION SUPERIOR UNIVERSITARIA,LIMA,5,0,0.0,8559889.0,False
UNIVERSIDAD NACIONAL JOSE F. SANCHEZ CARRION,LIMA,5,0,0.0,1478890.0,False
CORTE SUPERIOR DE JUSTICIA DE LIMA SUR,LIMA,4,0,0.0,637892.0,False
DIRECCION EJECUTIVA ANTIDROGAS - POLICIA NACIONAL DE PERU,LIMA,4,0,0.0,968498.0,False
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE CORONEL PORTILLO S.A.,UCAYALI,4,0,0.0,984349.0,False
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PISCO,ICA,4,0,0.0,764559.0,False
EMPRESA MUNICIPAL PRESTADORA DE SERVICIOS DE SANEAMIENTO PROVINCIAS ALTO ANDINAS,CUSCO,4,0,0.0,603848.0,False
GERENCIA SUB-REGIONAL CUTERVO,CAJAMARCA,4,0,0.0,14459867.0,False
GOBIERNO REGIONAL DE AMAZONAS - GERENCIA SUBREGIONAL BAGUA,AMAZONAS,4,0,0.0,5658975.0,False
GOBIERNO REGIONAL DE ANCASH - AIS UTES POMABAMBA,ANCASH,4,0,0.0,956795.0,False
GOBIERNO REGIONAL DE ANCASH-SALUD UTES LA CALETA,ANCASH,4,0,0.0,1409143.0,False
GOBIERNO REGIONAL DE APURIMAC - HOSPITAL SUBREGIONAL DE ANDAHUAYLAS,APURIMAC,4,0,0.0,893545.0,False
GOBIERNO REGIONAL DE AREQUIPA - DIRECCIÓN REGIONAL DE EDUCACION,AREQUIPA,4,0,0.0,796544.0,False
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD DE SAN MIGUEL,AYACUCHO,4,0,0.0,964872.0,False
GOBIERNO REGIONAL DE CAJAMARCA - GERENCIA SUB REGIONAL CHOTA,CAJAMARCA,4,0,0.0,22778160.0,False
GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES,CAJAMARCA,4,0,0.0,520568.0,False
GOBIERNO REGIONAL DE CUSCO - UE 409 HOSPITAL ALFREDO CALLO RODRIGUEZ- SICUANI - CANCHIS,CUSCO,4,0,0.0,509166.0,False
GOBIERNO REGIONAL DE CUSCO - UNIDAD EJECUTORA 401:SALUD CANAS CANCHIS ESPINAR,CUSCO,4,0,0.0,381988.0,False
GOBIERNO REGIONAL DE HUÁNUCO - RED DE SALUD YAROWILCA,HUANUCO,4,0,0.0,285038.0,False
GOBIERNO REGIONAL DE ICA-TRANSPORTES,ICA,4,0,0.0,3137100.0,False
GOBIERNO REGIONAL DE JUNIN-SALUD AIS. UTES. SATIPO,JUNIN,4,0,0.0,457260.0,False
GOBIERNO REGIONAL DE LA LIBERTAD - RED SALUD SANCHEZ CARRION - HOSPITAL LEONCIO PRADO,LA LIBERTAD,4,0,0.0,391351.0,False
GOBIERNO REGIONAL DE LIMA - DIRECCIÓN REGIONAL DE AGRICULTURA DE LIMA PROVINCIAS,LIMA,4,0,0.0,369476.0,False
GOBIERNO REGIONAL DE LIMA - HOSPITAL CHANCAY Y SERVICIOS BASICOS DE SALUD,LIMA,4,0,0.0,1289467.0,False
GOBIERNO REGIONAL DE MOQUEGUA-EDUCACION,MOQUEGUA,4,0,0.0,537692.0,False
GOBIERNO REGIONAL DE PASCO - DIRECCION SUB-REGIONAL DE EDUCACION DE PASCO,PASCO,4,0,0.0,380047.0,False
GOBIERNO REGIONAL DE PASCO-SALUD,PASCO,4,0,0.0,893679.0,False
GOBIERNO REGIONAL DE PIURA - GERENCIA SUBREGIONAL  LUCIANO CASTILLO COLONNA,PIURA,4,0,0.0,31350850.0,False
GOBIERNO REGIONAL DE PUNO-AGRICULTURA,PUNO,4,0,0.0,443281.0,False
GOBIERNO REGIONAL DE TACNA - PROYECTO ESPECIAL AFIANZAMIENTO Y AMPLIACION RECURSOS HIDRICOS DE TACNA,TACNA,4,0,0.0,527855.0,False
GOBIERNO REGIONAL DE UCAYALI-HOSPITAL DE APOYO DE PUCALLPA,UCAYALI,4,0,0.0,1359281.0,False
GOBIERNO REGIONAL DEL CALLAO - UNIDAD EJECUTORA 403 HOSPITAL DE VENTANILLA,CALLAO,4,0,0.0,723499.0,False
GOBIERNO REGIONAL HUANCAVELICA RED DE SALUD ACOBAMBA,HUANCAVELICA,4,0,0.0,318506.0,False
