comprador,departamento,procesos_adjudicados,con_postor_unico,pct_postor_unico,monto_total,supera_minimo
MINISTERIO DE EDUCACION,LIMA,1,0,0.0,1455243.0,False
MINISTERIO PUBLICO - GERENCIA ADMINISTRATIVA DE LAMBAYEQUE,LAMBAYEQUE,1,0,0.0,169436.0,False
MUNICIPALIDAD DISTRITAL DE ACOBAMBA - SIHUAS,ANCASH,1,0,0.0,326589.0,False
MUNICIPALIDAD DISTRITAL DE ACOCHACA,ANCASH,1,0,0.0,285030.0,False
MUNICIPALIDAD DISTRITAL DE ACOLLA,JUNIN,1,0,0.0,53632.0,False
MUNICIPALIDAD DISTRITAL DE ACORIA,HUANCAVELICA,1,0,0.0,100000.0,False
MUNICIPALIDAD DISTRITAL DE ACOS,CUSCO,1,0,0.0,1828175.0,False
MUNICIPALIDAD DISTRITAL DE ACOS VINCHOS,AYACUCHO,1,0,0.0,835030.0,False
MUNICIPALIDAD DISTRITAL DE ACZO,ANCASH,1,0,0.0,85686.0,False
MUNICIPALIDAD DISTRITAL DE AGUAS VERDES,TUMBES,1,0,0.0,2054036.0,False
MUNICIPALIDAD DISTRITAL DE AHUAC,JUNIN,1,0,0.0,479957.0,False
MUNICIPALIDAD DISTRITAL DE ALONSO DE ALVARADO,SAN MARTIN,1,0,0.0,863055.0,False
MUNICIPALIDAD DISTRITAL DE ANCHIHUAY,AYACUCHO,1,0,0.0,621577.0,False
MUNICIPALIDAD DISTRITAL DE ANDAGUA,AREQUIPA,1,0,0.0,83949.0,False
MUNICIPALIDAD DISTRITAL DE ANDAJES,LIMA,1,0,0.0,256386.0,False
MUNICIPALIDAD DISTRITAL DE ANDAMARCA,JUNIN,1,0,0.0,1453476.0,False
MUNICIPALIDAD DISTRITAL DE ANDAYMARCA,HUANCAVELICA,1,0,0.0,117845.0,False
MUNICIPALIDAD DISTRITAL DE ANDRES AVELINO CACERES DORREGARAY,AYACUCHO,1,0,0.0,652200.0,False
MUNICIPALIDAD DISTRITAL DE ANTA - ACOBAMBA,HUANCAVELICA,1,0,0.0,437970.0,False
MUNICIPALIDAD DISTRITAL DE ANTA - CARHUAZ,ANCASH,1,0,0.0,63066.0,False
MUNICIPALIDAD DISTRITAL DE ARAPA,PUNO,1,0,0.0,55982.0,False
MUNICIPALIDAD DISTRITAL DE ATAVILLOS BAJO,LIMA,1,0,0.0,536977.0,False
MUNICIPALIDAD DISTRITAL DE ATIQUIPA,AREQUIPA,1,0,0.0,484500.0,False
MUNICIPALIDAD DISTRITAL DE AURAHUA,HUANCAVELICA,1,0,0.0,463889.0,False
MUNICIPALIDAD DISTRITAL DE BAMBAMARCA,LA LIBERTAD,1,0,0.0,349480.0,False
MUNICIPALIDAD DISTRITAL DE BAMBAS,ANCASH,1,0,0.0,248605.0,False
MUNICIPALIDAD DISTRITAL DE BARRANQUITA,SAN MARTIN,1,0,0.0,0.0,False
MUNICIPALIDAD DISTRITAL DE BELEN - SUCRE,AYACUCHO,1,0,0.0,100000.0,False
MUNICIPALIDAD DISTRITAL DE BELLA UNION,AREQUIPA,1,0,0.0,2804256.0,False
MUNICIPALIDAD DISTRITAL DE BELLAVISTA - SULLANA,PIURA,1,0,0.0,100000.0,False
MUNICIPALIDAD DISTRITAL DE BERNAL,PIURA,1,0,0.0,598932.0,False
MUNICIPALIDAD DISTRITAL DE BOLIVAR,CAJAMARCA,1,0,0.0,2365261.0,False
MUNICIPALIDAD DISTRITAL DE BOLOGNESI,ANCASH,1,0,0.0,962933.0,False
MUNICIPALIDAD DISTRITAL DE CABANACONDE,AREQUIPA,1,0,0.0,312166.0,False
MUNICIPALIDAD DISTRITAL DE CABANILLA,PUNO,1,0,0.0,685780.0,False
MUNICIPALIDAD DISTRITAL DE CACHICADAN,LA LIBERTAD,1,0,0.0,507309.0,False
MUNICIPALIDAD DISTRITAL DE CAHUAC,HUANUCO,1,0,0.0,52383.0,False
MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO,AMAZONAS,1,0,0.0,374028.0,False
MUNICIPALIDAD DISTRITAL DE CANCHABAMBA,HUANUCO,1,0,0.0,67806.0,False
MUNICIPALIDAD DISTRITAL DE CAPELO,LORETO,1,0,0.0,321601.0,False
MUNICIPALIDAD DISTRITAL DE CARABAMBA,LA LIBERTAD,1,0,0.0,498111.0,False
MUNICIPALIDAD DISTRITAL DE CARANIA,LIMA,1,0,0.0,553208.0,False
MUNICIPALIDAD DISTRITAL DE CARHUAPAMPA,ANCASH,1,0,0.0,82044.0,False
MUNICIPALIDAD DISTRITAL DE CARMEN ALTO,AYACUCHO,1,0,0.0,211575.0,False
MUNICIPALIDAD DISTRITAL DE CARMEN SALCEDO,AYACUCHO,1,0,0.0,413372.0,False
MUNICIPALIDAD DISTRITAL DE CASCAPARA,ANCASH,1,0,0.0,53250.0,False
MUNICIPALIDAD DISTRITAL DE CAYALTI,LAMBAYEQUE,1,0,0.0,226853.0,False
MUNICIPALIDAD DISTRITAL DE CAYNARACHI,SAN MARTIN,1,0,0.0,703750.0,False
MUNICIPALIDAD DISTRITAL DE CCARHUAYO,CUSCO,1,0,0.0,1510766.0,False
MUNICIPALIDAD DISTRITAL DE CCOCHACCASA,HUANCAVELICA,1,0,0.0,649269.0,False
MUNICIPALIDAD DISTRITAL DE CHACA,AYACUCHO,1,0,0.0,937801.0,False
MUNICIPALIDAD DISTRITAL DE CHACHAS,AREQUIPA,1,0,0.0,315752.0,False
MUNICIPALIDAD DISTRITAL DE CHACOCHE,APURIMAC,1,0,0.0,1517792.0,False
MUNICIPALIDAD DISTRITAL DE CHALACO,PIURA,1,0,0.0,74178.0,False
MUNICIPALIDAD DISTRITAL DE CHALAMARCA,CAJAMARCA,1,0,0.0,246483.0,False
MUNICIPALIDAD DISTRITAL DE CHAMBARA,JUNIN,1,0,0.0,162881.0,False
MUNICIPALIDAD DISTRITAL DE CHANCAY - SAN MARCOS,CAJAMARCA,1,0,0.0,87096.0,False
MUNICIPALIDAD DISTRITAL DE CHANGUILLO,ICA,1,0,0.0,100000.0,False
MUNICIPALIDAD DISTRITAL DE CHAVIÑA,AYACUCHO,1,0,0.0,135273.0,False
MUNICIPALIDAD DISTRITAL DE CHIARA - HUAMANGA,AYACUCHO,1,0,0.0,95850.0,False
MUNICIPALIDAD DISTRITAL DE CHICLA,LIMA,1,0,0.0,480673.0,False
MUNICIPALIDAD DISTRITAL DE CHILCAYOC,AYACUCHO,1,0,0.0,190472.0,False
MUNICIPALIDAD DISTRITAL DE CHILETE,CAJAMARCA,1,0,0.0,35209915.0,False
MUNICIPALIDAD DISTRITAL DE CHILIA,LA LIBERTAD,1,0,0.0,1620363.0,False
MUNICIPALIDAD DISTRITAL DE CHIMBAN,CAJAMARCA,1,0,0.0,557735.0,False
MUNICIPALIDAD DISTRITAL DE CHINCHAYPUCYO,CUSCO,1,0,0.0,99277.0,False
MUNICIPALIDAD DISTRITAL DE CHINGALPO,ANCASH,1,0,0.0,1411236.0,False
MUNICIPALIDAD DISTRITAL DE CHOCHOPE,LAMBAYEQUE,1,0,0.0,449853.0,False
MUNICIPALIDAD DISTRITAL DE CHOCO,AREQUIPA,1,0,0.0,791829.0,False
MUNICIPALIDAD DISTRITAL DE CHOCOPE,LA LIBERTAD,1,0,0.0,68800.0,False
MUNICIPALIDAD DISTRITAL DE CHOLON,HUANUCO,1,0,0.0,45000.0,False
MUNICIPALIDAD DISTRITAL DE CHONGOS BAJO,JUNIN,1,0,0.0,150000.0,False
MUNICIPALIDAD DISTRITAL DE CHUSCHI,AYACUCHO,1,0,0.0,5115543.0,False
MUNICIPALIDAD DISTRITAL DE COAZA,PUNO,1,0,0.0,98800.0,False
MUNICIPALIDAD DISTRITAL DE COCACHACRA,AREQUIPA,1,0,0.0,304500.0,False
MUNICIPALIDAD DISTRITAL DE COCHAPETI,ANCASH,1,0,0.0,153627.0,False
MUNICIPALIDAD DISTRITAL DE COCHAS - OCROS,ANCASH,1,0,0.0,484365.0,False
MUNICIPALIDAD DISTRITAL DE COLPAS,HUANUCO,1,0,0.0,736414.0,False
MUNICIPALIDAD DISTRITAL DE COMAS - JUNIN,JUNIN,1,0,0.0,171572.0,False
MUNICIPALIDAD DISTRITAL DE CONDORMARCA,LA LIBERTAD,1,0,0.0,980237.0,False
MUNICIPALIDAD DISTRITAL DE CONDOROMA,CUSCO,1,0,0.0,144000.0,False
MUNICIPALIDAD DISTRITAL DE COPALLIN,AMAZONAS,1,0,0.0,3547517.0,False
MUNICIPALIDAD DISTRITAL DE COTARUSE,APURIMAC,1,0,0.0,61424.0,False
MUNICIPALIDAD DISTRITAL DE CUENCA - HUANCAVELICA,HUANCAVELICA,1,0,0.0,766148.0,False
MUNICIPALIDAD DISTRITAL DE CUJILLO,CAJAMARCA,1,0,0.0,908445.0,False
MUNICIPALIDAD DISTRITAL DE CULEBRAS,ANCASH,1,0,0.0,281942.0,False
MUNICIPALIDAD DISTRITAL DE CUPISNIQUE,CAJAMARCA,1,0,0.0,580166.0,False
MUNICIPALIDAD DISTRITAL DE CURIBAYA,TACNA,1,0,0.0,179975.0,False
MUNICIPALIDAD DISTRITAL DE CURIMANA,UCAYALI,1,0,0.0,1104663.0,False
MUNICIPALIDAD DISTRITAL DE EL CARMEN DE LA FRONTERA - SAPALACHE,PIURA,1,0,0.0,1967878.0,False
MUNICIPALIDAD DISTRITAL DE EL CENEPA,AMAZONAS,1,0,0.0,696532.0,False
MUNICIPALIDAD DISTRITAL DE EL MANTARO,JUNIN,1,0,0.0,227842.0,False
MUNICIPALIDAD DISTRITAL DE EL MILAGRO,AMAZONAS,1,0,0.0,1399211.0,False
MUNICIPALIDAD DISTRITAL DE EL ORO,APURIMAC,1,0,0.0,201085.0,False
MUNICIPALIDAD DISTRITAL DE EL PRADO,CAJAMARCA,1,0,0.0,156543.0,False
MUNICIPALIDAD DISTRITAL DE FIDEL OLIVAS ESCUDERO,ANCASH,1,0,0.0,715287.0,False
MUNICIPALIDAD DISTRITAL DE FITZCARRALD,MADRE DE DIOS,1,0,0.0,139902.0,False
MUNICIPALIDAD DISTRITAL DE FLORIDA - POMACOCHAS,AMAZONAS,1,0,0.0,2865031.0,False
MUNICIPALIDAD DISTRITAL DE GUADALUPITO,LA LIBERTAD,1,0,0.0,2338424.0,False
MUNICIPALIDAD DISTRITAL DE HUABAL,CAJAMARCA,1,0,0.0,253667.0,False
MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA - TAYACAJA,HUANCAVELICA,1,0,0.0,527330.0,False
MUNICIPALIDAD DISTRITAL DE HUACULLANI,PUNO,1,0,0.0,208000.0,False
MUNICIPALIDAD DISTRITAL DE HUALHUAS,JUNIN,1,0,0.0,106092.0,False
MUNICIPALIDAD DISTRITAL DE HUALLANCA - BOLOGNESI,ANCASH,1,0,0.0,93486.0,False
MUNICIPALIDAD DISTRITAL DE HUAMBO - CAYLLOMA,AREQUIPA,1,0,0.0,62520.0,False
MUNICIPALIDAD DISTRITAL DE HUAMBOS,CAJAMARCA,1,0,0.0,172400.0,False
MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA,HUANCAVELICA,1,0,0.0,65269.0,False
MUNICIPALIDAD DISTRITAL DE HUANCARAY,APURIMAC,1,0,0.0,1228165.0,False
MUNICIPALIDAD DISTRITAL DE HUANCARAYLLA,AYACUCHO,1,0,0.0,267493.0,False
MUNICIPALIDAD DISTRITAL DE HUANTAN,LIMA,1,0,0.0,402880.0,False
MUNICIPALIDAD DISTRITAL DE HUANUARA,TACNA,1,0,0.0,4999476.0,False
MUNICIPALIDAD DISTRITAL DE HUANUHUANU,AREQUIPA,1,0,0.0,100000.0,False
MUNICIPALIDAD DISTRITAL DE HUAQUIRCA,APURIMAC,1,0,0.0,280000.0,False
MUNICIPALIDAD DISTRITAL DE HUAROCONDO,CUSCO,1,0,0.0,99000.0,False
MUNICIPALIDAD DISTRITAL DE HUASAHUASI,JUNIN,1,0,0.0,1076446.0,False
MUNICIPALIDAD DISTRITAL DE HUASO,LA LIBERTAD,1,0,0.0,213604.0,False
MUNICIPALIDAD DISTRITAL DE HUATA - HUAYLAS,ANCASH,1,0,0.0,570872.0,False
MUNICIPALIDAD DISTRITAL DE HUAYA,AYACUCHO,1,0,0.0,311228.0,False
MUNICIPALIDAD DISTRITAL DE HUAYLAS,ANCASH,1,0,0.0,1909031.0,False
MUNICIPALIDAD DISTRITAL DE HUAYLLACAYAN,ANCASH,1,0,0.0,1191873.0,False
MUNICIPALIDAD DISTRITAL DE HUAYLLAHUARA,HUANCAVELICA,1,0,0.0,806928.0,False
MUNICIPALIDAD DISTRITAL DE HUAYLLAN,ANCASH,1,0,0.0,146715.0,False
MUNICIPALIDAD DISTRITAL DE HUAYNACOTAS - LA UNION,AREQUIPA,1,0,0.0,78840.0,False
MUNICIPALIDAD DISTRITAL DE HUICUNGO,SAN MARTIN,1,0,0.0,1135756.0,False
MUNICIPALIDAD DISTRITAL DE HUIPOCA,UCAYALI,1,0,0.0,134256.0,False
MUNICIPALIDAD DISTRITAL DE HUMAY,ICA,1,0,0.0,2117681.0,False
MUNICIPALIDAD DISTRITAL DE INAHUAYA,LORETO,1,0,0.0,463423.0,False
MUNICIPALIDAD DISTRITAL DE JAYANCA,LAMBAYEQUE,1,0,0.0,100000.0,False
MUNICIPALIDAD DISTRITAL DE JOSE DOMINGO CHOQUEHUANCA,PUNO,1,0,0.0,1030138.0,False
MUNICIPALIDAD DISTRITAL DE JOSE MARIA QUIMPER,AREQUIPA,1,0,0.0,225216.0,False
MUNICIPALIDAD DISTRITAL DE JULCAMARCA,HUANCAVELICA,1,0,0.0,45387.0,False
MUNICIPALIDAD DISTRITAL DE JULCAN,JUNIN,1,0,0.0,322141.0,False
MUNICIPALIDAD DISTRITAL DE JUSTO APU SAHUARAURA,APURIMAC,1,0,0.0,269000.0,False
MUNICIPALIDAD DISTRITAL DE KISHUARA,APURIMAC,1,0,0.0,1312445.0,False
MUNICIPALIDAD DISTRITAL DE LA CAPILLA,MOQUEGUA,1,0,0.0,82973.0,False
MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - SANTA CRUZ,CAJAMARCA,1,0,0.0,175384.0,False
MUNICIPALIDAD DISTRITAL DE LA HUACA,PIURA,1,0,0.0,1701372.0,False
MUNICIPALIDAD DISTRITAL DE LA PRIMAVERA,ANCASH,1,0,0.0,1463740.0,False
MUNICIPALIDAD DISTRITAL DE LA RAMADA,CAJAMARCA,1,0,0.0,250000.0,False
MUNICIPALIDAD DISTRITAL DE LA TINGUIÑA,ICA,1,0,0.0,714476.0,False
MUNICIPALIDAD DISTRITAL DE LA UNION - PIURA,PIURA,1,0,0.0,1114635.0,False
MUNICIPALIDAD DISTRITAL DE LAGUNAS - ALTO AMAZONAS,LORETO,1,0,0.0,211000.0,False
MUNICIPALIDAD DISTRITAL DE LAGUNAS - AYABACA,PIURA,1,0,0.0,1665001.0,False
MUNICIPALIDAD DISTRITAL DE LAJAS,CAJAMARCA,1,0,0.0,314440.0,False
MUNICIPALIDAD DISTRITAL DE LALAQUIZ,PIURA,1,0,0.0,296194.0,False
MUNICIPALIDAD DISTRITAL DE LAS AMAZONAS,LORETO,1,0,0.0,525926.0,False
MUNICIPALIDAD DISTRITAL DE LAS PIRIAS,CAJAMARCA,1,0,0.0,116944.0,False
MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO - LUCANAS,AYACUCHO,1,0,0.0,349804.0,False
MUNICIPALIDAD DISTRITAL DE LOBITOS,PIURA,1,0,0.0,900823.0,False
MUNICIPALIDAD DISTRITAL DE LOCROJA,HUANCAVELICA,1,0,0.0,238740.0,False
MUNICIPALIDAD DISTRITAL DE LUCANAS,AYACUCHO,1,0,0.0,395664.0,False
MUNICIPALIDAD DISTRITAL DE MACATE,ANCASH,1,0,0.0,114522.0,False
MUNICIPALIDAD DISTRITAL DE MADRE DE DIOS,MADRE DE DIOS,1,0,0.0,580000.0,False
MUNICIPALIDAD DISTRITAL DE MAGDALENA - CHACHAPOYAS,AMAZONAS,1,0,0.0,65000.0,False
MUNICIPALIDAD DISTRITAL DE MAGDALENA DE CAO,LA LIBERTAD,1,0,0.0,195057.0,False
MUNICIPALIDAD DISTRITAL DE MANCORA,PIURA,1,0,0.0,95000.0,False
MUNICIPALIDAD DISTRITAL DE MANSERICHE,LORETO,1,0,0.0,272805.0,False
MUNICIPALIDAD DISTRITAL DE MANTA,HUANCAVELICA,1,0,0.0,940690.0,False
MUNICIPALIDAD DISTRITAL DE MANZANARES,JUNIN,1,0,0.0,112000.0,False
MUNICIPALIDAD DISTRITAL DE MARANGANI,CUSCO,1,0,0.0,75528.0,False
MUNICIPALIDAD DISTRITAL DE MARCA,ANCASH,1,0,0.0,224583.0,False
MUNICIPALIDAD DISTRITAL DE MARCABAMBA,AYACUCHO,1,0,0.0,780000.0,False
MUNICIPALIDAD DISTRITAL DE MARCO,JUNIN,1,0,0.0,236756.0,False
MUNICIPALIDAD DISTRITAL DE MARISCAL BENAVIDES,AMAZONAS,1,0,0.0,309154.0,False
MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA - CONCEPCION,JUNIN,1,0,0.0,85650.0,False
MUNICIPALIDAD DISTRITAL DE MASIN,ANCASH,1,0,0.0,223295.0,False
MUNICIPALIDAD DISTRITAL DE MI PERU,CALLAO,1,0,0.0,658460.0,False
MUNICIPALIDAD DISTRITAL DE MICAELA BASTIDAS,APURIMAC,1,0,0.0,69422.0,False
MUNICIPALIDAD DISTRITAL DE MIGUEL CHECA,PIURA,1,0,0.0,797119.0,False
MUNICIPALIDAD DISTRITAL DE MIGUEL IGLESIAS,CAJAMARCA,1,0,0.0,473871.0,False
MUNICIPALIDAD DISTRITAL DE MIRACOSTA,CAJAMARCA,1,0,0.0,603399.0,False
MUNICIPALIDAD DISTRITAL DE MIRAFLORES - YAUYOS,LIMA,1,0,0.0,2777261.0,False
MUNICIPALIDAD DISTRITAL DE MOYA,HUANCAVELICA,1,0,0.0,491627.0,False
MUNICIPALIDAD DISTRITAL DE MUQUIYAUYO,JUNIN,1,0,0.0,94320.0,False
MUNICIPALIDAD DISTRITAL DE NINABAMBA,CAJAMARCA,1,0,0.0,363690.0,False
MUNICIPALIDAD DISTRITAL DE NUEVA ARICA,LAMBAYEQUE,1,0,0.0,25548192.0,False
MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL,LIMA,1,0,0.0,1138501.0,False
MUNICIPALIDAD DISTRITAL DE NUEVO OCCORO,HUANCAVELICA,1,0,0.0,133575.0,False
MUNICIPALIDAD DISTRITAL DE NUEVO PROGRESO,SAN MARTIN,1,0,0.0,227926.0,False
MUNICIPALIDAD DISTRITAL DE OCCOBAMBA - LA CONVENCION,CUSCO,1,0,0.0,277667.0,False
MUNICIPALIDAD DISTRITAL DE OCOYO,HUANCAVELICA,1,0,0.0,376153.0,False
MUNICIPALIDAD DISTRITAL DE OCUCAJE,ICA,1,0,0.0,178527.0,False
MUNICIPALIDAD DISTRITAL DE ORCOPAMPA,AREQUIPA,1,0,0.0,100000.0,False
MUNICIPALIDAD DISTRITAL DE OYOTUN,LAMBAYEQUE,1,0,0.0,445033.0,False
MUNICIPALIDAD DISTRITAL DE PACANGA,LA LIBERTAD,1,0,0.0,15025010.0,False
MUNICIPALIDAD DISTRITAL DE PACCHA - JAUJA,JUNIN,1,0,0.0,110200.0,False
MUNICIPALIDAD DISTRITAL DE PACCHA - YAULI,JUNIN,1,0,0.0,4660391.0,False
MUNICIPALIDAD DISTRITAL DE PACCHO,LIMA,1,0,0.0,80100.0,False
MUNICIPALIDAD DISTRITAL DE PACHACONAS,APURIMAC,1,0,0.0,235623.0,False
MUNICIPALIDAD DISTRITAL DE PACHACUTEC,ICA,1,0,0.0,91197.0,False
MUNICIPALIDAD DISTRITAL DE PACHANGARA,LIMA,1,0,0.0,110000.0,False
MUNICIPALIDAD DISTRITAL DE PACHIZA,SAN MARTIN,1,0,0.0,129800.0,False
MUNICIPALIDAD DISTRITAL DE PAJARILLO,SAN MARTIN,1,0,0.0,357539.0,False
MUNICIPALIDAD DISTRITAL DE PALCA - HUANCAVELICA,HUANCAVELICA,1,0,0.0,365129.0,False
MUNICIPALIDAD DISTRITAL DE PALLASCA,ANCASH,1,0,0.0,499618.0,False
MUNICIPALIDAD DISTRITAL DE PAMPAMARCA - CANAS,CUSCO,1,0,0.0,68730.0,False
MUNICIPALIDAD DISTRITAL DE PAMPAMARCA - YAROWILCA,HUANUCO,1,0,0.0,3639613.0,False
MUNICIPALIDAD DISTRITAL DE PAPAYAL,TUMBES,1,0,0.0,361742.0,False
MUNICIPALIDAD DISTRITAL DE PARAMONGA,LIMA,1,0,0.0,124319.0,False
MUNICIPALIDAD DISTRITAL DE PARANDAY,LA LIBERTAD,1,0,0.0,670114.0,False
MUNICIPALIDAD DISTRITAL DE PARDO MIGUEL - NARANJOS,SAN MARTIN,1,0,0.0,86163.0,False
MUNICIPALIDAD DISTRITAL DE PARIACOTO,ANCASH,1,0,0.0,460862.0,False
MUNICIPALIDAD DISTRITAL DE PARIAHUANCA - CARHUAZ,ANCASH,1,0,0.0,893220.0,False
MUNICIPALIDAD DISTRITAL DE PATAPO,LAMBAYEQUE,1,0,0.0,10886430.0,False
MUNICIPALIDAD DISTRITAL DE PATIVILCA,LIMA,1,0,0.0,286589.0,False
MUNICIPALIDAD DISTRITAL DE PAUCARA,HUANCAVELICA,1,0,0.0,52611.0,False
MUNICIPALIDAD DISTRITAL DE PAUCARBAMBA,HUANCAVELICA,1,0,0.0,487403.0,False
MUNICIPALIDAD DISTRITAL DE PAUCARTAMBO,PASCO,1,0,0.0,981472.0,False
MUNICIPALIDAD DISTRITAL DE PEBAS,LORETO,1,0,0.0,180200.0,False
MUNICIPALIDAD DISTRITAL DE PICHIGUA,CUSCO,1,0,0.0,315000.0,False
MUNICIPALIDAD DISTRITAL DE PICHOS,HUANCAVELICA,1,0,0.0,325933.0,False
MUNICIPALIDAD DISTRITAL DE PILCHACA,HUANCAVELICA,1,0,0.0,620128.0,False
MUNICIPALIDAD DISTRITAL DE PILCOMAYO,JUNIN,1,0,0.0,865653.0,False
MUNICIPALIDAD DISTRITAL DE PILPICHACA,HUANCAVELICA,1,0,0.0,206770.0,False
MUNICIPALIDAD DISTRITAL DE PLATERIA,PUNO,1,0,0.0,1073129.0,False
MUNICIPALIDAD DISTRITAL DE POCOHUANCA,APURIMAC,1,0,0.0,1053742.0,False
MUNICIPALIDAD DISTRITAL DE POLOBAYA,AREQUIPA,1,0,0.0,80383.0,False
MUNICIPALIDAD DISTRITAL DE POMALCA,LAMBAYEQUE,1,0,0.0,201395.0,False
MUNICIPALIDAD DISTRITAL DE POMATA,PUNO,1,0,0.0,484282.0,False
MUNICIPALIDAD DISTRITAL DE POTONI,PUNO,1,0,0.0,242005.0,False
MUNICIPALIDAD DISTRITAL DE PROGRESO,APURIMAC,1,0,0.0,413734.0,False
MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO - CHEPEN,LA LIBERTAD,1,0,0.0,15704984.0,False
MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA,LIMA,1,0,0.0,984946.0,False
MUNICIPALIDAD DISTRITAL DE QUIACA,PUNO,1,0,0.0,4099520.0,False
MUNICIPALIDAD DISTRITAL DE QUICACHA,AREQUIPA,1,0,0.0,966467.0,False
MUNICIPALIDAD DISTRITAL DE QUICHES,ANCASH,1,0,0.0,253936.0,False
MUNICIPALIDAD DISTRITAL DE QUINUABAMBA,ANCASH,1,0,0.0,94000.0,False
MUNICIPALIDAD DISTRITAL DE RAGASH,ANCASH,1,0,0.0,76537.0,False
MUNICIPALIDAD DISTRITAL DE RANRACANCHA,APURIMAC,1,0,0.0,1150000.0,False
MUNICIPALIDAD DISTRITAL DE RANRAHIRCA,ANCASH,1,0,0.0,562203.0,False
MUNICIPALIDAD DISTRITAL DE RICARDO PALMA,LIMA,1,0,0.0,124205.0,False
MUNICIPALIDAD DISTRITAL DE RINCONADA LLICUAR,PIURA,1,0,0.0,161150.0,False
MUNICIPALIDAD DISTRITAL DE RONDOS,HUANUCO,1,0,0.0,175618.0,False
MUNICIPALIDAD DISTRITAL DE ROSASPATA,PUNO,1,0,0.0,206096.0,False
MUNICIPALIDAD DISTRITAL DE SABAINO,APURIMAC,1,0,0.0,80208.0,False
MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA,1,0,0.0,82520.0,False
MUNICIPALIDAD DISTRITAL DE SALCAHUASI,HUANCAVELICA,1,0,0.0,134212.0,False
MUNICIPALIDAD DISTRITAL DE SALITRAL - MORROPON,PIURA,1,0,0.0,8151490.0,False
MUNICIPALIDAD DISTRITAL DE SALITRAL - SULLANA,PIURA,1,0,0.0,938066.0,False
MUNICIPALIDAD DISTRITAL DE SAMA,TACNA,1,0,0.0,94600.0,False
MUNICIPALIDAD DISTRITAL DE SAMUEL PASTOR,AREQUIPA,1,0,0.0,1399835.0,False
MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE CUTERVO,CAJAMARCA,1,0,0.0,251981.0,False
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - HUAROCHIRI,LIMA,1,0,0.0,375815.0,False
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - SAN MARTIN,SAN MARTIN,1,0,0.0,828352.0,False
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE ANTAPARCO,HUANCAVELICA,1,0,0.0,100000.0,False
MUNICIPALIDAD DISTRITAL DE SAN BUENAVENTURA - MARANON,HUANUCO,1,0,0.0,85203.0,False
MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL - LUCANAS,AYACUCHO,1,0,0.0,58000.0,False
MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE ASIS,HUANUCO,1,0,0.0,482270.0,False
MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE SANGAYAICO,HUANCAVELICA,1,0,0.0,589958.0,False
MUNICIPALIDAD DISTRITAL DE SAN GREGORIO,CAJAMARCA,1,0,0.0,152409.0,False
MUNICIPALIDAD DISTRITAL DE SAN JOSE - LAMBAYEQUE,LAMBAYEQUE,1,0,0.0,243934.0,False
MUNICIPALIDAD DISTRITAL DE SAN JOSE DE CHORRILLOS - CUENCA - HUAROCHIRI,LIMA,1,0,0.0,345000.0,False
MUNICIPALIDAD DISTRITAL DE SAN JOSE DE USHUA,AYACUCHO,1,0,0.0,53000.0,False
MUNICIPALIDAD DISTRITAL DE SAN JUAN - CAJAMARCA,CAJAMARCA,1,0,0.0,758295.0,False
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA - ICA,ICA,1,0,0.0,887188.0,False
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE CHETO,AMAZONAS,1,0,0.0,108882.0,False
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE RONTOY,ANCASH,1,0,0.0,447692.0,False
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SALINAS,PUNO,1,0,0.0,126112.0,False
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SONCHE,AMAZONAS,1,0,0.0,393530.0,False
MUNICIPALIDAD DISTRITAL DE SAN LUIS DE LUCMA,CAJAMARCA,1,0,0.0,84211.0,False
MUNICIPALIDAD DISTRITAL DE SAN MARCOS ROCCHAC,HUANCAVELICA,1,0,0.0,150035.0,False
MUNICIPALIDAD DISTRITAL DE SAN MATEO,LIMA,1,0,0.0,146705.0,False
MUNICIPALIDAD DISTRITAL DE SAN MIGUEL CHACCRAMPA,APURIMAC,1,0,0.0,1327781.0,False
MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO,ANCASH,1,0,0.0,464887.0,False
